,show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,type
4649,80162114,My Little Baby,,"Ji-ho Oh, Soo-kyung Lee, Min-jae Kim, Ji-hyun Nam",South Korea,"June 10, 2017",2016,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",A top detective in the violent crimes unit becomes the sole guardian of his 6-month-old niece when his sister and her husband pass away unexpectedly.,TV Show
4650,80163369,Singles Villa,,"Joe Cheng, Lulu Xu, Jiro Wang, Viann Zhang, Han Chengyu",China,"June 10, 2017",2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","In a luxurious condominium complex with draconian rules forbidding all romance, two residents fall in love and dare to start a secret relationship.",TV Show
4652,80163266,Under the Black Moonlight,,"Tae-hyun Nam, Soo-yeon Kim, Seo-ra Kim, Tae-hwan Kang, Young-jo Yang",South Korea,"June 10, 2017",2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",A college art club welcomes a new member who has the secret ability to smell death and who warns one of them to leave her boyfriend ... or else.,TV Show
4657,80169554,The Wishing Tree,Manika Sharma,"Shabana Azmi, Makrand Deshpande, Harshpreet Kaur, Aabhas Yadav, Shivani Joshi, Saurabh Shukla",India,"June 5, 2017",2017,TV-14,117 min,"Children & Family Movies, Dramas, Music & Musicals",Five children living on the edge of a forest band together to save a magical wishing tree from destruction and find their own paths to happiness.,Movie
4661,80132626,Tunnel,Seong-hun Kim,"Jung-woo Ha, Doona Bae, Dal-su Oh, Jongsoo Kim",South Korea,"June 3, 2017",2016,TV-14,126 min,"Dramas, International Movies, Thrillers","A poorly constructed tunnel collapses, leaving a man trapped in his car with only two bottles of water and his daughter's birthday cake to survive on.",Movie
4667,80157084,Aashik Awara,Umesh Mehra,"Saif Ali Khan, Mamta Kulkarni, Mohnish Bahl, Sharmila Tagore, Saeed Jaffrey, Kader Khan",India,"June 1, 2017",1993,TV-14,154 min,"Dramas, International Movies, Music & Musicals","Raised by a kindly thief, orphaned Jimmy goes on the run from goons and falls in love with Jyoti, whose father indirectly caused his parents' deaths.",Movie
4676,80158769,How to Stage a Coup,Cal Seville,Cal Seville,United Kingdom,"June 1, 2017",2017,TV-14,47 min,Documentaries,"Explore how Caesar, Napoleon, Mussolini, Hitler and modern-day dictators consolidated their considerable power through bold and brazen coups.",Movie
4678,80121872,Jhansi Ki Rani,,"Ulka Gupta, Sameer Dharmadhikari, Amit Pachori, Shailesh Dattar, Aruna Irani",India,"June 1, 2017",2009,TV-14,1 Season,"International TV Shows, TV Dramas","In British-ruled, 19th-century India, a 14-year-old girl trains as a warrior and becomes a devoted crusader in her country's fight for independence.",TV Show
4680,80107736,Little Boxes,Rob Meyer,"Melanie Lynskey, Nelsan Ellis, Armani Jackson, Oona Laurence, Janeane Garofalo, Christine Taylor, Nadia Dajani, Veanne Cox, Will Janowitz, Julie Hays",United States,"June 1, 2017",2016,TV-14,89 min,"Comedies, Dramas, Independent Movies","After moving from New York City to a small town in Washington state, an interracial couple and their preteen son struggle to adjust to their new life.",Movie
4684,80157207,Mind Game,,"Tay Ping Hui, Joanne Peh, Zhang Yaodong, Paige Chua, Akit Tay",,"June 1, 2017",2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","With the help of a cop, a psychologist and a woman who can foretell the future, a brilliant paralegal works to solve an array of perplexing mysteries.",TV Show
4688,80156937,Oh Darling Yeh Hai India,Ketan Mehta,"Shah Rukh Khan, Deepa Sahi, Javed Jaffrey, Anupam Kher, Amrish Puri, Tom Alter, Tinnu Anand, Sadashiv Amrapurkar, Tiku Talsania, Kader Khan",India,"June 1, 2017",1995,TV-14,154 min,"Action & Adventure, Comedies, International Movies",A penniless actor new to Mumbai and a beautiful woman he meets one fateful night try to stop a gangster from replacing India's president with a twin.,Movie
4691,80158546,Prince,Lekh Tandon,"Shammi Kapoor, Vyjayantimala, Rajendra Nath, Ajit, Helen, Leela Chitnis, Parveen Choudhary, Sudhir, Sunder, Rashid Khan",India,"June 1, 2017",1969,TV-14,152 min,"Dramas, International Movies, Romantic Movies","To better himself, a spoiled prince temporarily assumes a commoner’s identity. But he soon learns his palace has been gifted to his father’s new wife.",Movie
4692,80122239,Pyaar Tune Kya Kiya,,"Meiyang Chang, Surbhi Jyoti",India,,2014,TV-14,3 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas","From teen lovers defying social and religious taboos to a student falling for her teacher, these stories explore joy and heartache in modern romance.",TV Show
4693,80156936,Qila,Umesh Mehra,"Dilip Kumar, Mukul Dev, Rekha, Mamta Kulkarni, Smita Jaykar, Gulshan Grover",India,"June 1, 2017",1998,TV-14,161 min,"Dramas, International Movies","When an abusive landowner is murdered, his twin brother sets out to find the killer but quickly discovers that everyone, it seems, wanted him dead.",Movie
4694,80121871,Rab Se Sohna Isshq,,"Ekta Kaul, Ashish Sharma, Kanan Malhotra, Sukirti Kandpal",,"June 1, 2017",2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","A complex love triangle goes horribly wrong in this epic, multigenerational saga involving romance, revenge, mistaken identity and amnesia.",TV Show
4695,80121843,Smoke & Mirrors,Alberto Rodríguez,"Eduard Fernández, José Coronado, Marta Etura, Carlos Santos, Enric Benavent, Philippe Rebbot, Israel Elejalde, Tomás del Estal, Emilio Gutiérrez Caba",Spain,"June 1, 2017",2016,TV-14,123 min,"Dramas, International Movies, Thrillers","Betrayed by the Spanish government he once served, a former secret agent plots to steal millions of dollars embezzled by a corrupt public official.",Movie
4697,80157244,The Dream Job,,"Hugo Ng, Shaun Chen, Jeanette Aw, Rebecca Lim, Zhang Zhenhuan, Ian Fang",Singapore,"June 1, 2017",2016,TV-14,1 Season,"International TV Shows, TV Dramas","A mysterious, wealthy man offers three people a lucrative, unusual job that may be too good to be true: Live the high life as his children and heirs.",TV Show
4701,80176144,Without Gorky,Cosima Spender,,United Kingdom,"May 31, 2017",2011,TV-14,80 min,Documentaries,"A filmmaker trains the camera on her own family as she examines the impact her grandfather, troubled artist Arshile Gorky, had on three generations.",Movie
4702,80024103,American Crime,,"Felicity Huffman, Timothy Hutton, Elvis Nolasco, Regina King, Lili Taylor, Richard Cabral, Brent Anderson, Benito Martinez, Shane Jacobsen, W. Earl Brown, Caitlin Gerard, Penelope Ann Miller, Johnny Ortiz",United States,,2017,TV-14,3 Seasons,"Crime TV Shows, TV Dramas","This anthology series unfolds a different story arc for each season, with dramas focusing on aspects of American life and the criminal justice system.",TV Show
4705,80176342,Rangoon,Vishal Bhardwaj,"Saif Ali Khan, Shahid Kapoor, Kangana Ranaut, Shriswara, Richard McCabe, Satoru Kawaguchi, Surendra Pal, Lin Laishram",India,"May 29, 2017",2017,TV-14,153 min,"Action & Adventure, Dramas, International Movies","During World War II, daredevil star Miss Julia entertains soldiers at the Indo-Burma border, where she's caught up in a web of love and deceit.",Movie
4707,80167459,I Am Jane Doe,Mary Mazzio,Jessica Chastain,United States,"May 26, 2017",2017,TV-14,98 min,Documentaries,This intense documentary follows real cases of American girls enslaved in the child sex trade through ads in a newspaper's online classified section.,Movie
4708,80169348,Joshua: Teenager vs. Superpower,Joe Piscatella,,United States,"May 26, 2017",2017,TV-14,79 min,Documentaries,"Mobilized by teenage activist Joshua Wong, young citizens of Hong Kong take to the streets in a bid to preserve their history of autonomy from China.",Movie
4715,80098046,12 Years Promise,,"So-yeon Lee, Namkoong Min, Tae-im Lee, So-hui Yoon, Won-keun Lee, Hyo-young Ryu",South Korea,"May 22, 2017",2014,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","A pregnant teen is forced by her family to leave her boyfriend and assume a new identity in America, but 12 years later, the couple reunites in Korea.",TV Show
4716,80091779,Beating Again,,"Kyung-ho Jung, So-yeon Kim, Hyun-min Yoon, Goo Jin, Hyun-joo Gong, Si-eon Lee, Yeong-gyu Park, Seok-Hwan An, Myung-Ryul Nam, Eun-ji Jo",South Korea,"May 22, 2017",2015,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","After enduring both business and family upheavals, a ruthless investment director has a heart transplant and finds a new way to look at life and love.",TV Show
4717,80091783,Can We Get Married?,,"Sung Jun, So-min Jung, Sung-min Kim, Ae-yeon Jeong, Mi-sook Lee, Eun-sook Sunwoo, Seok-woo Kang, Young-kwang Kim, Han Groo, Jin-soo Kim",South Korea,"May 22, 2017",2012,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","On the cusp of marriage or divorce, four couples consider the meaning of love, sharing a life, meddling families and the weight of their commitment.",TV Show
4719,80098047,Last,,"Kye-sang Yoon, Beom-su Lee, Ye-ji Seo, Won-sang Park, Ye-jin Park, Hyung-jin Gong, Jong-jun Jeong, Se-ha Ahn, Jae-yee Goo, Yong-woo Lee",South Korea,"May 22, 2017",2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","When his big stock plan fails, a hotshot fund manager winds up homeless and must learn the secret ranking system of the street in order to survive.",TV Show
4720,80091781,Secret Affair,,"Hee-ae Kim, Ah-in Yoo, Hye-jin Shim, Hyuk-kwon Park, Hye-eun Kim, Soo-jin Kyung, Yong-gun Kim, Chang-wan Kim, Tae-hwan Choi, Kan-hie Lee",South Korea,"May 22, 2017",2014,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","A married middle-aged woman is swept off her feet, both romantically and artistically, by a gifted young pianist.",TV Show
4721,80091778,This Is My Love,,"Jin-mo Joo, Sa-rang Kim, Junior, Ja-in Lee, Sung-hyun Baek, So-hui Yoon",South Korea,"May 22, 2017",2015,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","A renowned actor who is still pining over the loss of his first real love writes an autobiography about his memories of her, hoping to reconnect.",TV Show
4722,80018046,Velvet,Carlos Sedes,"Paula Echevarría, Miguel Ángel Silvestre, Aitana Sánchez-Gijón, Manuela Velasco, Manuela Vellés, Marta Hazas, Javier Rey, Maxi Iglesias, Cecilia Freire, Adrián Lastra, Miriam Giovanelli, Natalia Millán, José Sacristán, Ingrid Rubio, Peter Vives, Llorenç González, Ángela Molina, Pastora Vega",Spain,,2016,TV-14,4 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","In 1950s Spain, the heir to a fashion house romances a beautiful seamstress who works for the company, despite the objections of his family.",TV Show
4724,80115466,BLAME!,Hiroyuki Seshita,"Takahiro Sakurai, Kana Hanazawa, Sora Amamiya, Kazuhiro Yamaji, Mamoru Miyano, Aya Suzaki, Nobunaga Shimazaki, Yuki Kaji, Aki Toyosaki, Saori Hayami",Japan,"May 19, 2017",2017,TV-14,106 min,"Action & Adventure, Anime Features, International Movies","Inside a vast, self-replicating city bent on eliminating all life, mysterious loner Killy emerges to guide a remnant of humanity desperate to survive.",Movie
4730,80047200,El Clon,,"Mauricio Ochmann, Sandra Echeverría, Saúl Lisazo, Roberto Moll, Geraldine Zivic, Andrea López, Juan Pablo Raba, Daniel Lugo",United States,"May 18, 2017",2010,TV-14,1 Season,"Romantic TV Shows, Spanish-Language TV Shows, TV Dramas","Religion thwarted Lucas and Jade's young love. They reunite decades later, but Jade's heart is torn between the man she knew and his younger clone.",TV Show
4735,80157133,Chamatkar,Rajiv Mehra,"Shah Rukh Khan, Naseeruddin Shah, Urmila Matondkar, Malvika Tiwari, Shammi Kapoor, Deven Verma, Tinnu Anand, Anjana Mumtaz, Anjan Srivastav, Rakesh Bedi",India,"May 15, 2017",1992,TV-14,164 min,"Comedies, International Movies, Sci-Fi & Fantasy","A village schoolteacher and the ghost of a murdered man, who were both betrayed by those closest to them, join forces to help each other.",Movie
4738,80157083,Kabhi Haan Kabhi Naa,Kundan Shah,"Shah Rukh Khan, Suchitra Krishnamoorthi, Deepak Tijori, Rita Bhaduri, Satish Shah, Anjan Srivastav, Goga Kapoor, Tiku Talsania, Ravi Baswani, Naseeruddin Shah",India,"May 15, 2017",1994,TV-14,151 min,"Comedies, Dramas, International Movies",A dreamer falls for a girl who is in love with someone else and tries to create a rift between her and the man she loves.,Movie
4740,80059342,Natascha Kampusch: The Whole Story,Alina Teodorescu,,United States,"May 15, 2017",2010,TV-14,51 min,Movies,A Viennese child who was kidnapped and held captive in a basement before escaping after eight years reveals her headline-making story of survival.,Movie
4741,24081514,Ram Jaane,Rajiv Mehra,"Shah Rukh Khan, Juhi Chawla, Vivek Mushran, Pankaj Kapur, Puneet Issar, Tinnu Anand, Deven Verma, Gulshan Grover, Amrit Pal, Arun Bali",India,"May 15, 2017",1995,TV-14,142 min,"Dramas, International Movies, Music & Musicals","Two boyhood pals – one righteous, the other a criminal – take very different paths to adulthood. Their love for the same woman may prove disastrous.",Movie
4742,70202589,Sherlock,,"Benedict Cumberbatch, Martin Freeman, Una Stubbs, Rupert Graves, Mark Gatiss, Andrew Scott","United Kingdom, United States",,2017,TV-14,4 Seasons,"British TV Shows, Crime TV Shows, International TV Shows","In this updated take on Sir Arthur Conan Doyle's beloved mystery tales, the eccentric sleuth prowls the streets of modern London in search of clues.",TV Show
4743,80047031,Sin senos no hay paraíso,,"Carmen Villalobos, Catherine Siachoque, María Fernanda Yépez, Ramiro Meneses, Juan Diego Sánchez, Aylín Mujica, Fabián Ríos, Roberto Mateos","Colombia, Mexico, United States","May 15, 2017",2008,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Inspired by a true story, this TV drama shadows a young Colombian woman who goes to shocking lengths to escape a life of poverty.",TV Show
4745,80157564,The Devil's Mistress,Filip Renc,"Tatiana Pauhofová, Karl Markovics, Gedeon Burkhard, Simona Stasová, Martin Huba, Pavel Kríz, Zdenka Procházková, Anna Fialová, Lenka Vlasáková, Jirí Mádl","Czech Republic, Slovakia","May 15, 2017",2016,TV-14,110 min,"Dramas, International Movies","Before the dawn of World War II, an ambitious actress pursues her dreams in Berlin. But her plans derail when she becomes Joseph Goebbels’ mistress.",Movie
4754,70261058,Aiyyaa,Sachin Kundalkar,"Rani Mukerji, Prithviraj Sukumaran, Nirmiti Sawant, Subodh Bhave, Jyoti Subhash, Satish Alekar, Anita Date, Amey Wagh, Kishori Balal, Pakoda Pandi",India,"May 10, 2017",2012,TV-14,151 min,"Comedies, International Movies, Music & Musicals","An outspoken, imaginative girl from a conservative family pursues her dream man while fending off the prospect of an arranged marriage.",Movie
4755,70204288,Bbuddah Hoga Terra Baap,Puri Jagannadh,"Amitabh Bachchan, Hema Malini, Raveena Tandon, Sonu Sood, Sonal Chauhan, Charmy Kaur, Prakash Raj, Makrand Deshpande, Subbaraju, Shawar Ali, Rajeev Verma",India,"May 10, 2017",2011,TV-14,116 min,"Action & Adventure, Comedies, Dramas","A cooly confident aging hit man returns from exile in Paris to his old city, Mumbai, to revisit his past and perform one last job.",Movie
4756,80057278,Gabbar Is Back,Krish,"Akshay Kumar, Shruti Haasan, Sunil Grover, Kareena Kapoor, Ishita Vyas, Suman Talwar, Jaideep Ahlawat, Shruti Bapna",India,"May 10, 2017",2015,TV-14,128 min,"Action & Adventure, Dramas, International Movies","After a vengeful college professor targets corruption in the government, he adopts the name ""Gabbar"" and becomes a hero to a weary public.",Movie
